student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout
5259,23,Male,Notse,Primary,9.9,14.64,71.92,5.01,2,1.4,Yes
5260,24,Female,Sokode,Primary,9.38,12.57,43.64,8.86,3,9.2,No
5261,22,Female,Kara,Primary,16.22,27.77,80.99,12.85,1,9.4,Yes
5262,17,Female,Tsevie,Primary,14.13,4.58,63.07,2.52,8,6.0,No
5263,20,Male,Lome,Primary,11.62,7.46,63.83,17.07,4,3.8,Yes
5264,30,Female,Tsevie,None,17.12,3.09,55.92,0.34,4,2.4,No
5265,33,Female,Notse,Higher,16.36,33.84,60.04,5.87,3,3.4,Yes
5266,34,Male,Notse,None,11.31,11.75,91.7,10.03,1,8.9,Yes
5267,27,Male,Atakpame,Higher,10.77,7.31,87.32,3.44,2,2.9,Yes
5268,30,Female,Atakpame,Primary,10.91,12.13,96.15,11.51,5,2.3,Yes
5269,25,Male,Atakpame,None,9.14,23.49,81.94,20.18,3,3.9,No
5270,31,Male,Notse,Secondary,17.2,21.64,74.67,0.94,3,3.7,Yes
5271,28,Male,Kara,Secondary,8.98,9.25,55.56,7.19,2,7.7,Yes
5272,26,Female,Dapaong,Secondary,14.6,11.0,80.01,0.19,3,4.5,Yes
5273,22,Female,Kara,Secondary,14.07,0.45,94.37,3.28,2,2.8,Yes
5274,22,Male,Lome,Primary,11.09,16.39,44.15,1.47,3,2.3,Yes
5275,24,Female,Kara,Secondary,17.43,27.82,66.58,9.79,3,5.5,No
5276,17,Male,Atakpame,Secondary,7.32,9.18,48.96,2.86,4,9.5,Yes
5277,33,Female,Sokode,Primary,11.76,21.36,88.64,3.32,4,4.7,Yes
5278,33,Male,Lome,Higher,10.53,9.18,76.85,2.3,3,1.3,No
5279,31,Female,Tsevie,Secondary,14.88,4.04,92.78,2.79,4,3.5,No
5280,23,Male,Sokode,Primary,13.06,21.8,43.79,2.55,4,4.0,No
5281,19,Female,Lome,Higher,6.82,38.48,94.34,11.97,1,6.6,No
5282,27,Female,Lome,Higher,15.72,20.43,44.03,31.19,2,8.8,Yes
5283,25,Male,Notse,Secondary,13.46,10.86,57.26,6.74,4,9.7,No
5284,26,Female,Atakpame,Primary,8.89,11.51,49.37,9.17,3,3.1,Yes
5285,18,Female,Notse,Higher,10.95,34.09,48.72,17.04,1,8.7,Yes
5286,17,Female,Tsevie,Primary,8.1,18.07,50.3,6.46,5,1.9,No
5287,32,Female,Kara,None,11.49,7.34,68.81,3.6,7,6.1,No
5288,34,Female,Notse,Primary,12.45,14.38,87.06,30.15,2,4.1,No
5289,33,Female,Tsevie,Secondary,11.0,17.15,93.9,23.66,2,2.1,Yes
5290,22,Female,Atakpame,Higher,10.65,19.69,74.01,2.49,4,2.8,No
5291,30,Female,Atakpame,Secondary,7.16,30.12,49.47,12.14,4,3.4,Yes
5292,31,Male,Notse,Higher,13.01,27.76,44.75,10.42,4,7.5,Yes
5293,30,Female,Atakpame,None,6.23,16.98,69.65,10.49,5,9.9,Yes
5294,19,Male,Sokode,None,12.09,14.59,85.92,17.76,3,1.3,No
5295,28,Female,Tsevie,Secondary,6.6,18.96,77.21,11.21,3,8.2,No
5296,18,Male,Tsevie,Higher,12.15,8.92,74.97,7.3,3,5.6,No
5297,19,Female,Lome,Secondary,11.98,24.8,42.89,18.71,1,2.0,Yes
5298,34,Male,Dapaong,None,13.21,12.97,64.69,3.08,3,3.1,No
5299,17,Male,Kara,Primary,14.59,19.91,73.02,11.37,4,4.8,Yes
5300,22,Female,Atakpame,Primary,15.14,32.13,75.9,12.09,1,7.5,Yes
5301,21,Male,Tsevie,Primary,7.17,20.53,40.29,20.43,2,3.2,Yes
5302,17,Female,Tsevie,None,11.83,17.31,51.97,63.82,1,6.8,No
5303,17,Female,Lome,Higher,18.03,9.83,96.99,8.15,4,3.5,Yes
5304,32,Male,Kara,Secondary,12.36,14.22,70.52,6.62,5,8.4,No
5305,28,Female,Dapaong,Secondary,9.51,3.64,82.22,9.18,3,3.8,Yes
5306,24,Male,Dapaong,None,11.76,20.33,58.49,10.75,8,8.4,No
5307,32,Male,Atakpame,None,10.85,0.0,75.12,12.48,6,3.9,Yes
5308,17,Female,Dapaong,Secondary,8.47,24.68,61.39,3.3,2,5.9,Yes
5309,20,Female,Dapaong,Higher,14.61,22.32,57.82,6.68,4,8.1,No
5310,26,Female,Notse,Secondary,13.75,15.98,64.68,4.63,3,1.9,No
5311,27,Female,Kara,Higher,8.0,9.67,67.59,0.4,6,2.5,Yes
5312,33,Female,Kara,Higher,11.72,14.84,59.87,9.4,2,9.6,No
5313,23,Male,Notse,None,10.3,0.0,55.48,20.78,5,2.6,Yes
5314,28,Male,Atakpame,Primary,7.2,23.24,77.43,25.44,1,9.1,Yes
5315,23,Female,Tsevie,Secondary,7.76,13.36,62.84,7.29,4,5.6,Yes
5316,28,Female,Lome,Secondary,8.2,30.15,52.11,14.52,5,2.0,No
5317,31,Female,Atakpame,Primary,11.82,18.92,85.5,12.46,5,5.3,No
5318,18,Male,Sokode,Secondary,10.63,17.31,83.42,2.6,5,6.0,No
5319,30,Male,Dapaong,Secondary,9.12,19.01,93.21,0.65,7,2.4,Yes
5320,29,Male,Notse,Higher,10.82,5.24,73.3,13.78,2,7.9,No
5321,20,Female,Lome,Primary,14.24,10.49,56.77,3.32,2,2.0,Yes
5322,30,Female,Tsevie,Primary,13.07,16.33,91.82,7.97,5,1.9,Yes
5323,30,Male,Tsevie,Secondary,15.01,11.97,56.82,7.42,5,6.2,No
5324,32,Female,Kara,Secondary,11.32,9.23,79.34,17.03,3,8.5,No
5325,23,Female,Sokode,Secondary,16.81,12.18,51.42,10.35,4,6.5,No
5326,18,Male,Tsevie,Higher,13.04,15.44,77.75,18.78,1,1.4,Yes
5327,26,Male,Sokode,Secondary,10.53,38.19,90.45,13.95,1,4.9,Yes
5328,34,Female,Dapaong,Secondary,12.28,11.75,72.4,86.87,3,7.5,No
5329,33,Male,Kara,Primary,8.26,8.23,68.25,19.94,4,3.4,No
5330,21,Female,Lome,Secondary,11.08,13.47,99.61,2.37,1,7.3,No
5331,28,Male,Kara,Secondary,13.29,30.02,41.35,32.54,4,4.5,No
5332,22,Male,Dapaong,Higher,13.84,30.73,59.9,4.16,2,9.7,No
5333,25,Female,Notse,Higher,10.77,34.49,95.12,9.36,2,5.4,Yes
5334,17,Female,Tsevie,Secondary,20.2,15.61,78.56,28.36,2,8.6,Yes
5335,31,Male,Sokode,Secondary,11.48,21.42,72.53,2.41,3,4.1,No
5336,22,Female,Notse,None,6.96,4.5,78.26,19.47,6,7.7,Yes
5337,34,Male,Dapaong,None,15.64,11.47,59.32,30.61,6,3.9,No
5338,22,Female,Tsevie,Primary,13.82,3.85,44.27,19.22,1,3.6,No
5339,29,Male,Atakpame,None,12.7,19.73,56.51,17.1,2,2.6,Yes
5340,17,Male,Sokode,Secondary,10.61,15.38,60.19,3.07,4,6.8,No
5341,29,Male,Dapaong,Primary,13.18,17.26,68.79,5.23,5,5.3,No
5342,23,Female,Lome,Secondary,16.86,6.54,63.63,14.29,5,4.2,Yes
5343,31,Male,Lome,Secondary,12.6,23.51,71.26,1.26,2,1.5,Yes
5344,28,Male,Tsevie,Secondary,7.59,0.0,51.76,21.93,3,6.9,Yes
5345,17,Male,Tsevie,Secondary,1.64,12.48,51.04,2.36,4,7.2,No
5346,31,Male,Lome,Primary,13.15,13.93,61.1,8.32,2,3.9,Yes
5347,20,Female,Atakpame,Higher,9.04,0.0,68.42,1.11,2,6.9,Yes
5348,29,Female,Kara,None,11.7,18.84,60.5,2.05,7,8.9,No
5349,21,Male,Lome,Higher,9.57,13.27,74.59,8.81,2,4.1,No
5350,18,Male,Tsevie,Primary,9.36,20.61,58.6,10.07,4,7.5,Yes
5351,17,Female,Tsevie,Secondary,9.7,35.0,50.63,3.14,4,8.6,No
5352,32,Male,Atakpame,Primary,9.98,18.25,91.77,1.27,4,4.9,Yes
5353,22,Female,Lome,None,14.33,24.73,52.04,7.98,0,2.4,Yes
5354,32,Male,Atakpame,Secondary,13.72,28.81,98.0,18.37,2,1.4,Yes
5355,30,Female,Lome,Secondary,8.38,19.92,99.24,2.25,6,7.7,Yes
5356,19,Male,Kara,Primary,8.78,6.34,81.81,11.76,5,5.7,Yes
5357,31,Female,Dapaong,Secondary,13.14,0.0,70.12,4.88,4,2.6,Yes
5358,19,Female,Lome,Primary,15.16,18.74,87.73,28.66,3,1.1,Yes
5359,18,Female,Dapaong,Primary,15.11,11.0,92.39,0.86,5,4.8,No
5360,17,Male,Lome,Higher,8.99,27.84,82.58,0.41,3,4.9,Yes
5361,25,Female,Kara,Higher,14.97,10.25,46.12,1.33,5,9.8,No
5362,25,Female,Notse,Secondary,6.67,14.86,40.18,15.25,2,2.3,No
5363,23,Male,Tsevie,Primary,11.39,3.41,51.51,25.61,6,2.7,Yes
5364,19,Male,Dapaong,Primary,13.46,11.56,51.31,17.29,5,9.6,No
5365,34,Male,Atakpame,Higher,5.76,5.57,50.95,12.65,2,1.8,No
5366,27,Male,Lome,Primary,18.28,6.48,70.59,0.59,3,8.4,No
5367,23,Female,Tsevie,Higher,15.98,14.47,71.21,2.41,3,8.5,No
5368,25,Male,Lome,Primary,13.94,8.93,83.38,27.39,2,3.0,Yes
5369,17,Male,Atakpame,Higher,9.1,41.29,52.09,9.75,1,4.3,Yes
5370,30,Male,Kara,Primary,11.8,23.36,45.56,6.32,3,9.2,No
5371,22,Male,Sokode,Primary,14.37,25.85,79.97,10.56,4,6.7,No
5372,23,Male,Lome,Secondary,8.63,13.89,69.04,1.97,4,8.6,Yes
5373,26,Male,Notse,Higher,11.46,16.06,79.98,22.34,6,8.4,Yes
5374,23,Male,Atakpame,Higher,14.73,10.7,62.84,10.68,3,5.6,No
5375,18,Female,Sokode,Secondary,7.52,41.24,85.05,6.37,4,1.6,Yes
5376,20,Female,Lome,Secondary,13.0,13.91,80.96,6.11,1,5.9,No
5377,33,Female,Dapaong,Secondary,6.74,8.96,79.02,17.28,4,1.2,No
5378,17,Female,Tsevie,Secondary,9.17,7.46,41.65,3.68,3,3.9,Yes
5379,26,Female,Tsevie,Higher,10.49,18.35,91.49,1.47,2,2.1,Yes
5380,31,Male,Atakpame,Secondary,13.54,29.21,62.6,2.05,1,4.8,Yes
5381,26,Male,Dapaong,Secondary,9.9,25.87,48.14,0.85,2,1.8,Yes
5382,28,Male,Kara,Secondary,12.38,7.44,85.34,7.09,2,4.6,Yes
5383,32,Male,Sokode,Secondary,9.94,7.19,69.19,11.31,0,1.3,Yes
5384,25,Female,Atakpame,Higher,10.41,27.46,41.92,27.18,3,3.9,Yes
5385,31,Female,Notse,Primary,15.75,36.01,86.91,13.9,7,4.6,Yes
5386,33,Male,Lome,Primary,8.55,13.55,66.1,8.75,0,2.9,Yes
5387,30,Male,Tsevie,Secondary,14.28,27.07,85.3,19.95,0,9.6,Yes
5388,34,Female,Lome,Primary,12.0,0.34,85.34,22.28,7,3.6,Yes
5389,18,Female,Sokode,Secondary,10.27,6.56,46.0,12.46,4,6.5,No
5390,20,Female,Dapaong,Higher,8.35,4.9,76.79,0.58,1,3.5,Yes
5391,34,Male,Dapaong,Secondary,8.56,19.12,61.61,3.45,6,8.2,Yes
5392,23,Male,Atakpame,Higher,9.78,13.21,72.78,4.1,3,7.2,Yes
5393,29,Female,Atakpame,Primary,11.55,17.38,45.31,59.45,2,8.1,No
5394,31,Female,Dapaong,Higher,13.81,27.19,75.29,6.24,1,2.5,No
5395,17,Male,Atakpame,Secondary,11.1,8.47,86.65,14.35,5,4.2,Yes
5396,27,Male,Dapaong,None,11.3,15.94,99.21,16.81,3,2.8,No
5397,26,Male,Sokode,Secondary,11.75,1.62,59.22,10.59,3,7.3,No
5398,21,Male,Atakpame,Higher,13.43,26.64,49.31,0.18,2,7.1,No
5399,32,Female,Dapaong,None,13.93,25.96,61.95,0.2,2,9.8,No
5400,27,Female,Atakpame,Secondary,7.84,18.62,41.16,17.08,3,9.1,Yes
5401,22,Female,Lome,Higher,11.15,16.2,64.53,13.44,3,9.4,No
5402,25,Male,Tsevie,None,15.68,9.91,94.88,7.68,5,6.2,Yes
5403,29,Male,Lome,Secondary,8.05,1.04,51.66,2.86,3,2.3,No
5404,24,Male,Kara,Secondary,12.22,18.06,68.66,0.91,7,9.4,Yes
5405,30,Female,Dapaong,Primary,11.49,22.56,74.36,1.79,10,8.9,No
5406,17,Female,Kara,Secondary,10.3,35.19,50.79,8.68,4,4.7,Yes
5407,33,Female,Dapaong,None,16.77,11.06,59.81,7.89,3,6.0,Yes
5408,21,Male,Tsevie,Secondary,12.11,17.7,94.68,28.35,5,1.9,No
5409,18,Male,Atakpame,None,16.53,26.14,57.74,31.53,5,4.3,Yes
5410,25,Female,Dapaong,Primary,12.02,26.45,78.12,8.58,1,8.2,No
5411,20,Male,Lome,Secondary,13.38,8.78,48.22,18.42,1,9.8,No
5412,33,Female,Atakpame,Primary,10.27,12.21,80.19,16.73,2,5.4,No
5413,33,Female,Tsevie,Primary,10.3,9.75,56.75,13.96,2,3.6,Yes
5414,34,Female,Lome,Higher,13.23,5.98,53.88,5.75,7,8.0,No
5415,32,Female,Atakpame,Higher,13.28,29.72,47.45,4.93,3,8.7,Yes
5416,24,Male,Dapaong,Higher,13.79,15.63,42.81,3.07,1,6.7,No
5417,27,Male,Dapaong,Secondary,13.13,14.26,98.07,27.66,5,5.3,No
5418,34,Male,Lome,Higher,7.99,17.48,64.83,17.98,4,9.0,Yes
5419,26,Male,Sokode,Higher,9.58,15.54,86.66,1.95,5,7.1,Yes
5420,29,Male,Dapaong,Secondary,14.55,12.79,95.21,2.91,6,1.0,Yes
5421,33,Male,Sokode,Primary,6.12,7.38,52.24,8.71,3,9.7,Yes
5422,34,Female,Atakpame,None,12.88,30.65,92.19,5.34,4,7.4,Yes
5423,26,Male,Sokode,Secondary,11.66,9.3,82.48,2.41,2,5.3,No
5424,32,Male,Lome,Higher,14.55,5.69,74.68,15.66,6,1.1,No
5425,21,Male,Kara,Secondary,13.25,14.19,88.54,0.02,3,1.4,Yes
5426,29,Female,Kara,Secondary,10.01,36.58,46.64,4.2,2,9.7,No
5427,34,Male,Lome,Primary,9.87,6.78,55.82,26.5,1,8.2,Yes
5428,33,Female,Notse,Primary,10.43,22.1,47.86,14.3,2,1.9,No
5429,25,Male,Kara,Secondary,13.74,12.54,93.76,5.13,3,7.7,No
5430,30,Male,Lome,Higher,5.09,17.45,45.93,26.41,3,2.6,No
5431,33,Male,Dapaong,Primary,12.47,24.22,98.8,23.11,4,4.5,Yes
5432,20,Female,Sokode,Higher,9.35,0.0,46.59,0.54,1,5.6,Yes
5433,34,Female,Kara,Primary,12.57,6.04,79.71,1.37,1,9.1,No
5434,31,Male,Dapaong,Secondary,13.03,24.08,79.63,4.9,0,1.5,No
5435,27,Male,Kara,Secondary,7.01,15.97,95.87,26.51,1,2.2,Yes
5436,28,Male,Atakpame,Higher,11.32,17.12,59.39,18.59,1,7.9,No
5437,25,Female,Lome,None,12.47,22.11,59.92,0.49,4,10.0,No
5438,29,Female,Lome,Primary,12.26,6.1,90.78,7.18,2,8.0,No
5439,31,Male,Dapaong,Primary,11.63,25.55,98.71,12.74,2,8.0,No
5440,31,Female,Notse,Higher,8.34,23.2,41.81,3.23,4,5.8,Yes
5441,21,Female,Atakpame,Primary,8.79,17.38,78.12,12.82,2,4.1,Yes
5442,30,Female,Sokode,None,7.87,19.68,54.62,4.62,2,2.3,Yes
5443,33,Female,Atakpame,Secondary,13.66,26.65,83.68,3.2,8,2.6,No
5444,34,Male,Notse,Secondary,11.65,9.06,86.36,4.99,3,5.0,No
5445,19,Male,Atakpame,Higher,11.84,21.61,85.75,30.12,5,9.7,No
5446,18,Female,Tsevie,Higher,6.88,32.44,66.13,23.57,2,6.5,No
5447,17,Female,Sokode,Secondary,11.9,21.41,49.47,24.53,2,8.8,No
5448,26,Female,Sokode,Higher,13.9,12.78,75.09,24.93,1,3.2,Yes
5449,33,Male,Atakpame,Secondary,6.47,38.18,87.34,1.96,4,4.5,Yes
5450,28,Male,Kara,Primary,10.39,17.31,94.73,22.64,4,7.6,No
5451,17,Female,Tsevie,Higher,7.29,28.99,67.16,2.39,8,1.6,No
5452,28,Female,Kara,Secondary,10.74,10.78,54.74,18.21,5,3.5,No
5453,33,Female,Atakpame,Secondary,9.3,25.68,47.13,7.81,7,6.1,Yes
5454,19,Female,Kara,Secondary,13.14,9.54,87.86,2.74,1,7.3,No
5455,27,Male,Sokode,Secondary,12.51,18.23,72.12,5.08,7,4.9,Yes
5456,33,Male,Sokode,Primary,15.87,8.93,80.45,5.68,2,8.8,No
5457,19,Male,Kara,Secondary,11.84,34.01,49.55,13.21,2,6.3,No
5458,24,Male,Sokode,Higher,13.02,12.79,40.39,9.31,3,6.9,No
5459,20,Male,Lome,Secondary,10.33,3.92,98.05,16.97,5,3.4,Yes
5460,23,Male,Sokode,Primary,8.69,15.95,88.65,5.06,3,4.0,No
5461,30,Female,Atakpame,Higher,14.5,20.37,64.0,13.61,0,1.4,No
5462,30,Female,Dapaong,None,15.73,14.73,67.43,15.74,6,1.7,Yes
5463,20,Male,Kara,Primary,14.12,6.87,95.74,0.65,3,9.7,No
5464,32,Male,Tsevie,Primary,12.39,25.37,52.46,4.71,4,6.0,No
5465,17,Male,Notse,None,9.08,27.59,88.17,21.71,2,2.1,Yes
5466,33,Female,Kara,Secondary,15.42,0.0,41.08,12.21,4,3.8,No
5467,26,Female,Notse,Secondary,13.74,6.23,92.54,5.42,1,6.7,No
5468,32,Female,Notse,Higher,18.07,13.41,75.36,2.02,3,8.7,No
5469,32,Female,Sokode,Higher,8.54,9.69,68.65,1.02,2,1.6,Yes
5470,24,Male,Sokode,Higher,14.59,20.26,82.39,2.61,4,5.1,No
5471,23,Female,Dapaong,Secondary,13.65,33.39,44.06,2.81,3,1.6,Yes
5472,22,Male,Dapaong,Secondary,10.97,11.19,51.73,4.63,4,5.2,No
5473,32,Female,Tsevie,Higher,16.09,30.77,64.42,1.95,3,7.5,Yes
5474,32,Female,Atakpame,Secondary,13.21,0.32,77.07,1.58,6,8.0,No
5475,23,Female,Lome,Secondary,9.19,19.56,48.67,18.58,2,3.5,No
5476,25,Female,Atakpame,Secondary,11.64,9.05,62.77,2.87,1,3.4,No
5477,30,Male,Tsevie,Primary,9.15,19.77,55.65,8.25,0,9.9,Yes
5478,27,Male,Kara,Secondary,10.59,0.0,78.73,2.22,5,2.0,No
5479,30,Male,Sokode,Secondary,14.11,2.15,95.16,6.77,2,6.8,No
5480,23,Male,Atakpame,Secondary,14.97,19.75,49.96,3.24,2,7.6,No
5481,17,Male,Notse,Primary,12.66,8.7,51.36,0.91,1,8.0,No
5482,29,Male,Sokode,Secondary,9.75,11.77,76.03,40.27,4,7.0,Yes
5483,19,Male,Sokode,Higher,13.14,33.36,67.21,6.12,2,4.7,Yes
5484,20,Female,Atakpame,Higher,14.17,16.38,83.09,4.99,2,2.1,Yes
5485,27,Male,Atakpame,Primary,6.08,24.02,57.27,2.22,2,6.1,No
5486,18,Female,Notse,Primary,12.35,7.41,72.69,6.84,3,6.3,No
5487,30,Male,Notse,Secondary,11.43,1.59,63.21,10.08,0,6.9,No
5488,28,Female,Dapaong,Secondary,14.86,14.19,56.88,3.63,1,9.3,No
5489,33,Male,Tsevie,None,13.16,0.1,83.76,6.55,2,5.0,No
5490,28,Female,Tsevie,Primary,13.45,8.01,87.75,2.71,3,9.6,No
5491,28,Male,Notse,Higher,10.55,17.38,59.74,7.5,4,2.9,Yes
5492,17,Male,Lome,Secondary,12.0,13.89,77.38,15.47,0,3.3,No
5493,29,Male,Notse,Secondary,14.83,18.35,50.72,0.62,2,2.1,Yes
5494,30,Male,Dapaong,Secondary,11.81,21.0,87.46,7.29,3,1.7,Yes
5495,18,Female,Lome,Secondary,12.52,3.04,56.88,5.1,3,5.2,No
5496,28,Male,Atakpame,Primary,7.39,5.58,50.26,0.77,4,6.7,No
5497,32,Male,Tsevie,Secondary,11.79,0.0,96.4,28.22,2,4.5,Yes
5498,20,Female,Tsevie,None,5.96,11.29,65.35,3.01,3,6.0,No
5499,24,Male,Lome,Secondary,10.45,22.37,78.61,8.32,2,4.6,No
5500,18,Female,Kara,Primary,12.19,29.91,88.55,4.66,3,1.4,No
5501,26,Female,Dapaong,Secondary,14.3,16.9,81.17,3.16,2,2.6,No
5502,25,Male,Dapaong,Secondary,9.0,28.73,73.88,7.49,2,3.4,Yes
5503,31,Male,Dapaong,Primary,13.12,18.84,62.3,11.68,2,6.7,No
5504,29,Female,Tsevie,None,16.41,16.07,95.11,15.4,2,8.8,No
5505,33,Male,Sokode,Primary,10.08,8.89,48.01,10.05,2,2.6,Yes
5506,32,Female,Tsevie,Secondary,7.36,0.0,93.04,7.47,1,3.0,Yes
5507,18,Male,Sokode,None,12.87,27.23,82.59,15.02,4,7.4,No
5508,30,Male,Tsevie,Primary,8.42,14.47,74.28,7.29,4,9.6,Yes
5509,19,Female,Atakpame,Secondary,9.54,28.88,59.48,36.58,2,4.2,Yes
5510,28,Male,Tsevie,Secondary,14.77,5.5,48.76,7.48,2,3.9,Yes
5511,24,Male,Atakpame,Primary,17.63,39.29,66.59,3.82,4,4.3,Yes
5512,18,Male,Sokode,Secondary,9.0,12.51,87.03,5.91,4,2.5,Yes
5513,20,Female,Dapaong,Higher,9.79,8.08,84.72,6.73,4,5.4,Yes
5514,30,Male,Sokode,Higher,10.68,12.85,78.73,3.33,2,5.9,No
5515,32,Female,Lome,Primary,10.36,16.7,99.55,1.73,3,2.4,Yes
5516,18,Male,Dapaong,Higher,17.8,14.3,98.36,5.65,3,3.0,Yes
5517,28,Female,Tsevie,Secondary,10.41,9.85,64.0,22.73,2,2.8,Yes
5518,30,Male,Tsevie,Higher,10.84,0.0,51.55,2.95,5,6.5,No
5519,22,Male,Tsevie,Secondary,16.85,6.96,67.83,4.49,2,7.4,No
5520,29,Female,Tsevie,Secondary,13.73,25.74,90.67,14.18,1,3.8,No
5521,20,Male,Tsevie,Secondary,14.96,6.2,67.51,0.86,3,7.9,No
5522,34,Female,Sokode,Secondary,9.28,0.0,60.16,17.43,2,9.2,Yes
5523,28,Male,Notse,Secondary,10.41,4.45,84.47,12.74,0,5.7,No
5524,24,Female,Atakpame,Primary,8.88,14.11,79.01,7.98,1,9.2,No
5525,23,Male,Notse,Primary,14.4,7.41,98.12,2.35,4,6.6,No
5526,32,Female,Sokode,Secondary,15.68,12.2,72.96,0.97,4,2.8,Yes
5527,22,Male,Kara,Higher,10.2,7.02,98.05,2.64,4,3.3,Yes
5528,27,Female,Notse,Secondary,10.91,25.1,57.46,14.33,5,6.3,No
5529,21,Female,Sokode,Secondary,11.04,19.91,91.89,27.1,2,3.0,Yes
5530,32,Male,Dapaong,Secondary,7.36,37.18,61.06,13.39,4,1.0,Yes
5531,23,Female,Tsevie,Primary,9.98,11.18,88.58,7.5,1,3.3,No
5532,21,Female,Sokode,Primary,14.32,12.15,95.56,30.09,4,1.5,Yes
5533,27,Male,Notse,Secondary,9.37,26.84,77.39,17.64,1,9.1,No
5534,31,Male,Atakpame,Higher,12.28,18.91,83.71,10.67,1,7.2,No
5535,19,Male,Notse,Primary,8.08,5.58,97.52,0.39,2,1.3,Yes
5536,21,Male,Tsevie,Secondary,11.57,20.56,62.51,3.39,3,1.4,No
5537,21,Male,Notse,None,10.31,18.97,70.7,3.68,3,1.3,Yes
5538,25,Male,Lome,Primary,8.33,0.0,93.9,4.27,7,8.2,Yes
5539,31,Female,Kara,Primary,14.37,8.49,80.37,4.93,5,8.1,No
5540,19,Female,Dapaong,Secondary,14.54,16.9,92.42,28.03,2,7.6,No
5541,22,Female,Atakpame,Primary,9.09,29.46,77.1,13.54,7,2.4,Yes
5542,33,Male,Kara,Primary,11.35,21.98,84.38,11.77,3,9.9,No
5543,24,Male,Sokode,Secondary,12.13,9.36,40.78,5.56,1,8.6,No
5544,27,Female,Kara,Higher,6.56,7.92,60.38,4.12,4,6.8,No
5545,22,Female,Tsevie,Primary,7.81,22.98,86.23,1.27,4,7.1,Yes
5546,24,Male,Tsevie,Secondary,15.86,0.0,64.24,6.04,3,4.5,No
5547,26,Female,Lome,Primary,8.8,6.92,61.77,2.3,4,6.1,Yes
5548,19,Male,Kara,Higher,15.77,29.09,97.09,4.96,2,4.1,Yes
5549,30,Male,Notse,Secondary,7.96,17.97,73.15,1.7,2,7.4,No
5550,30,Female,Kara,Higher,13.98,7.41,51.55,4.22,2,4.0,Yes
5551,26,Male,Tsevie,None,11.07,2.98,68.33,0.44,7,9.6,No
5552,28,Male,Sokode,Secondary,11.49,23.4,71.12,0.06,3,9.7,No
5553,22,Male,Sokode,Secondary,17.57,15.78,99.32,20.4,4,3.3,Yes
5554,28,Male,Dapaong,Primary,8.24,12.81,83.09,10.25,1,8.4,Yes
5555,30,Female,Notse,Primary,13.78,18.74,71.16,8.86,3,1.9,Yes
5556,18,Male,Notse,Secondary,13.66,16.65,65.92,7.21,4,3.3,No
5557,25,Male,Sokode,Secondary,22.06,15.88,94.93,12.97,2,3.4,No
5558,26,Female,Kara,None,8.77,1.76,78.76,13.32,1,6.6,Yes
5559,33,Male,Lome,Secondary,10.12,4.74,61.37,27.37,7,9.3,No
5560,33,Male,Sokode,Primary,14.45,22.48,67.88,2.8,3,3.7,Yes
5561,19,Female,Notse,Primary,11.4,20.59,56.69,15.38,2,4.8,Yes
5562,17,Female,Notse,Secondary,10.61,18.82,97.63,47.28,5,4.5,Yes
5563,28,Male,Tsevie,Primary,14.87,9.13,82.12,0.29,10,4.4,No
5564,23,Male,Tsevie,Secondary,11.2,22.65,63.54,4.68,2,6.2,No
5565,20,Female,Dapaong,Primary,9.32,11.29,50.99,5.73,2,7.1,Yes
5566,26,Male,Dapaong,Secondary,14.18,28.02,50.62,17.25,4,4.6,Yes
5567,29,Male,Kara,Secondary,13.13,7.53,68.66,0.14,3,8.3,No
5568,18,Male,Sokode,Higher,11.06,9.75,68.05,9.13,5,6.3,No
5569,26,Female,Sokode,Primary,10.92,13.49,65.07,22.31,1,3.4,Yes
5570,20,Male,Dapaong,Secondary,9.26,23.47,91.11,1.6,2,4.3,Yes
5571,34,Female,Sokode,Primary,14.18,14.65,98.75,1.23,2,9.7,No
5572,21,Female,Kara,Secondary,10.92,15.38,61.29,84.52,2,6.4,No
5573,18,Female,Lome,Secondary,9.69,11.08,57.68,17.48,7,5.5,Yes
5574,28,Female,Tsevie,Primary,8.14,17.68,86.21,11.95,2,3.2,Yes
5575,33,Male,Kara,Secondary,13.18,14.29,66.99,5.09,3,5.8,No
5576,26,Female,Sokode,Primary,10.47,7.16,53.05,19.24,3,1.7,No
5577,18,Male,Kara,None,5.96,16.27,50.86,25.61,3,4.6,Yes
5578,22,Female,Tsevie,Primary,8.39,16.51,56.83,13.18,2,8.8,Yes
5579,24,Female,Atakpame,Secondary,11.3,38.5,40.08,5.08,1,4.9,No
5580,27,Male,Notse,Secondary,11.38,8.89,96.49,8.76,4,8.6,No
5581,28,Female,Tsevie,Primary,11.27,6.61,65.81,1.04,4,1.4,Yes
5582,25,Female,Notse,Secondary,10.85,17.79,44.97,1.72,1,2.2,Yes
5583,18,Male,Tsevie,None,7.57,5.07,49.9,15.28,3,7.6,Yes
5584,24,Female,Atakpame,Primary,9.38,4.27,59.4,0.3,4,7.7,Yes
5585,27,Female,Sokode,Secondary,15.55,0.63,73.1,0.5,2,6.8,No
5586,20,Female,Sokode,Secondary,15.11,7.25,82.22,7.09,5,9.3,No
5587,26,Male,Lome,Primary,13.73,7.5,58.47,1.87,6,5.8,No
